COUNTRY,CONTINENT,YEAR,POP
El Salvador,Americas,1952,2042865.0
El Salvador,Americas,1957,2355805.0
El Salvador,Americas,1962,2747687.0
El Salvador,Americas,1967,3232927.0
El Salvador,Americas,1972,3790903.0
El Salvador,Americas,1977,4282586.0
El Salvador,Americas,1982,4474873.0
El Salvador,Americas,1987,4842194.0
El Salvador,Americas,1992,5274649.0
El Salvador,Americas,1997,5783439.0
El Salvador,Americas,2002,6353681.0
El Salvador,Americas,2007,6939688.0
Guatemala,Americas,1952,3146381.0
Guatemala,Americas,1957,3640876.0
Guatemala,Americas,1962,4208858.0
Guatemala,Americas,1967,4690773.0
Guatemala,Americas,1972,5149581.0
Guatemala,Americas,1977,5703430.0
Guatemala,Americas,1982,6395630.0
Guatemala,Americas,1987,7326406.0
Guatemala,Americas,1992,8486949.0
Guatemala,Americas,1997,9803875.0
Guatemala,Americas,2002,11178650.0
Guatemala,Americas,2007,12572928.0
Haiti,Americas,1952,3201488.0
Haiti,Americas,1957,3507701.0
Haiti,Americas,1962,3880130.0
Haiti,Americas,1967,4318137.0
Haiti,Americas,1972,4698301.0
Haiti,Americas,1977,4908554.0
Haiti,Americas,1982,5198399.0
Haiti,Americas,1987,5756203.0
Haiti,Americas,1992,6326682.0
Haiti,Americas,1997,6913545.0
Haiti,Americas,2002,7607651.0
Haiti,Americas,2007,8502814.0
Honduras,Americas,1952,1517453.0
Honduras,Americas,1957,1770390.0
Honduras,Americas,1962,2090162.0
Honduras,Americas,1967,2500689.0
Honduras,Americas,1972,2965146.0
Honduras,Americas,1977,3055235.0
Honduras,Americas,1982,3669448.0
Honduras,Americas,1987,4372203.0
Honduras,Americas,1992,5077347.0
Honduras,Americas,1997,5867957.0
Honduras,Americas,2002,6677328.0
Honduras,Americas,2007,7483763.0
Jamaica,Americas,1952,1426095.0
Jamaica,Americas,1957,1535090.0
Jamaica,Americas,1962,1665128.0
Jamaica,Americas,1967,1861096.0
Jamaica,Americas,1972,1997616.0
Jamaica,Americas,1977,2156814.0
Jamaica,Americas,1982,2298309.0
Jamaica,Americas,1987,2326606.0
Jamaica,Americas,1992,2378618.0
Jamaica,Americas,1997,2531311.0
Jamaica,Americas,2002,2664659.0
Jamaica,Americas,2007,2780132.0
Mexico,Americas,1952,30144317.0
Mexico,Americas,1957,35015548.0
Mexico,Americas,1962,41121485.0
Mexico,Americas,1967,47995559.0
Mexico,Americas,1972,55984294.0
Mexico,Americas,1977,63759976.0
Mexico,Americas,1982,71640904.0
Mexico,Americas,1987,80122492.0
Mexico,Americas,1992,88111030.0
Mexico,Americas,1997,95895146.0
Mexico,Americas,2002,102479927.0
Mexico,Americas,2007,108700891.0
Nicaragua,Americas,1952,1165790.0
Nicaragua,Americas,1957,1358828.0
Nicaragua,Americas,1962,1590597.0
Nicaragua,Americas,1967,1865490.0
Nicaragua,Americas,1972,2182908.0
Nicaragua,Americas,1977,2554598.0
Nicaragua,Americas,1982,2979423.0
Nicaragua,Americas,1987,3344353.0
Nicaragua,Americas,1992,4017939.0
Nicaragua,Americas,1997,4609572.0
Nicaragua,Americas,2002,5146848.0
Nicaragua,Americas,2007,5675356.0
Panama,Americas,1952,940080.0
Panama,Americas,1957,1063506.0
Panama,Americas,1962,1215725.0
Panama,Americas,1967,1405486.0
Panama,Americas,1972,1616384.0
Panama,Americas,1977,1839782.0
Panama,Americas,1982,2036305.0
Panama,Americas,1987,2253639.0
Panama,Americas,1992,2484997.0
Panama,Americas,1997,2734531.0
Panama,Americas,2002,2990875.0
Panama,Americas,2007,3242173.0
Paraguay,Americas,1952,1555876.0
Paraguay,Americas,1957,1770902.0
Paraguay,Americas,1962,2009813.0
Paraguay,Americas,1967,2287985.0
Paraguay,Americas,1972,2614104.0
Paraguay,Americas,1977,2984494.0
Paraguay,Americas,1982,3366439.0
Paraguay,Americas,1987,3886512.0
Paraguay,Americas,1992,4483945.0
Paraguay,Americas,1997,5154123.0
Paraguay,Americas,2002,5884491.0
Paraguay,Americas,2007,6667147.0
Peru,Americas,1952,8025700.0
Peru,Americas,1957,9146100.0
Peru,Americas,1962,10516500.0
Peru,Americas,1967,12132200.0
Peru,Americas,1972,13954700.0
Peru,Americas,1977,15990099.0
Peru,Americas,1982,18125129.0
Peru,Americas,1987,20195924.0
Peru,Americas,1992,22430449.0
Peru,Americas,1997,24748122.0
Peru,Americas,2002,26769436.0
Peru,Americas,2007,28674757.0
Puerto Rico,Americas,1952,2227000.0
Puerto Rico,Americas,1957,2260000.0
Puerto Rico,Americas,1962,2448046.0
Puerto Rico,Americas,1967,2648961.0
Puerto Rico,Americas,1972,2847132.0
Puerto Rico,Americas,1977,3080828.0
Puerto Rico,Americas,1982,3279001.0
Puerto Rico,Americas,1987,3444468.0
Puerto Rico,Americas,1992,3585176.0
Puerto Rico,Americas,1997,3759430.0
Puerto Rico,Americas,2002,3859606.0
Puerto Rico,Americas,2007,3942491.0
Trinidad and Tobago,Americas,1952,662850.0
Trinidad and Tobago,Americas,1957,764900.0
Trinidad and Tobago,Americas,1962,887498.0
Trinidad and Tobago,Americas,1967,960155.0
Trinidad and Tobago,Americas,1972,975199.0
Trinidad and Tobago,Americas,1977,1039009.0
Trinidad and Tobago,Americas,1982,1116479.0
Trinidad and Tobago,Americas,1987,1191336.0
Trinidad and Tobago,Americas,1992,1183669.0
Trinidad and Tobago,Americas,1997,1138101.0
Trinidad and Tobago,Americas,2002,1101832.0
Trinidad and Tobago,Americas,2007,1056608.0
United States,Americas,1952,157553000.0
United States,Americas,1957,171984000.0
United States,Americas,1962,186538000.0
United States,Americas,1967,198712000.0
United States,Americas,1972,209896000.0
United States,Americas,1977,220239000.0
United States,Americas,1982,232187835.0
United States,Americas,1987,242803533.0
United States,Americas,1992,256894189.0
United States,Americas,1997,272911760.0
United States,Americas,2002,287675526.0
United States,Americas,2007,301139947.0
Uruguay,Americas,1952,2252965.0
Uruguay,Americas,1957,2424959.0
Uruguay,Americas,1962,2598466.0
Uruguay,Americas,1967,2748579.0
Uruguay,Americas,1972,2829526.0
Uruguay,Americas,1977,2873520.0
Uruguay,Americas,1982,2953997.0
Uruguay,Americas,1987,3045153.0
Uruguay,Americas,1992,3149262.0
Uruguay,Americas,1997,3262838.0
Uruguay,Americas,2002,3363085.0
Uruguay,Americas,2007,3447496.0
Venezuela,Americas,1952,5439568.0
Venezuela,Americas,1957,6702668.0
Venezuela,Americas,1962,8143375.0
Venezuela,Americas,1967,9709552.0
Venezuela,Americas,1972,11515649.0
Venezuela,Americas,1977,13503563.0
Venezuela,Americas,1982,15620766.0
Venezuela,Americas,1987,17910182.0
Venezuela,Americas,1992,20265563.0
Venezuela,Americas,1997,22374398.0
Venezuela,Americas,2002,24287670.0
Venezuela,Americas,2007,26084662.0
Afghanistan,Asia,1952,8425333.0
Afghanistan,Asia,1957,9240934.0
Afghanistan,Asia,1962,10267083.0
Afghanistan,Asia,1967,11537966.0
Afghanistan,Asia,1972,13079460.0
Afghanistan,Asia,1977,14880372.0
Afghanistan,Asia,1982,12881816.0
Afghanistan,Asia,1987,13867957.0
Afghanistan,Asia,1992,16317921.0
Afghanistan,Asia,1997,22227415.0
Afghanistan,Asia,2002,25268405.0
Afghanistan,Asia,2007,31889923.0
Bahrain,Asia,1952,120447.0
Bahrain,Asia,1957,138655.0
Bahrain,Asia,1962,171863.0
Bahrain,Asia,1967,202182.0
Bahrain,Asia,1972,230800.0
Bahrain,Asia,1977,297410.0
Bahrain,Asia,1982,377967.0
Bahrain,Asia,1987,454612.0
Bahrain,Asia,1992,529491.0
Bahrain,Asia,1997,598561.0
Bahrain,Asia,2002,656397.0
Bahrain,Asia,2007,708573.0
Bangladesh,Asia,1952,46886859.0
Bangladesh,Asia,1957,51365468.0
Bangladesh,Asia,1962,56839289.0
Bangladesh,Asia,1967,62821884.0
Bangladesh,Asia,1972,70759295.0
Bangladesh,Asia,1977,80428306.0
Bangladesh,Asia,1982,93074406.0
Bangladesh,Asia,1987,103764241.0
Bangladesh,Asia,1992,113704579.0
Bangladesh,Asia,1997,123315288.0
Bangladesh,Asia,2002,135656790.0
Bangladesh,Asia,2007,150448339.0
Cambodia,Asia,1952,4693836.0
Cambodia,Asia,1957,5322536.0
Cambodia,Asia,1962,6083619.0
Cambodia,Asia,1967,6960067.0
Cambodia,Asia,1972,7450606.0
Cambodia,Asia,1977,6978607.0
Cambodia,Asia,1982,7272485.0
Cambodia,Asia,1987,8371791.0
Cambodia,Asia,1992,10150094.0
Cambodia,Asia,1997,11782962.0
Cambodia,Asia,2002,12926707.0
Cambodia,Asia,2007,14131858.0
China,Asia,1952,556263527.9999889
China,Asia,1957,637408000.0
China,Asia,1962,665770000.0
China,Asia,1967,754550000.0
China,Asia,1972,862030000.0
China,Asia,1977,943455000.0
China,Asia,1982,1000281000.0
China,Asia,1987,1084035000.0
China,Asia,1992,1164970000.0
China,Asia,1997,1230075000.0
China,Asia,2002,1280400000.0
China,Asia,2007,1318683096.0
Hong Kong China,Asia,1952,2125900.0
Hong Kong China,Asia,1957,2736300.0
Hong Kong China,Asia,1962,3305200.0
Hong Kong China,Asia,1967,3722800.0
Hong Kong China,Asia,1972,4115700.0
Hong Kong China,Asia,1977,4583700.0
Hong Kong China,Asia,1982,5264500.0
Hong Kong China,Asia,1987,5584510.0
Hong Kong China,Asia,1992,5829696.0
Hong Kong China,Asia,1997,6495918.0
Hong Kong China,Asia,2002,6762476.0
Hong Kong China,Asia,2007,6980412.0
India,Asia,1952,372000000.0
India,Asia,1957,409000000.0
India,Asia,1962,454000000.0
India,Asia,1967,506000000.0
India,Asia,1972,567000000.0
India,Asia,1977,634000000.0
India,Asia,1982,708000000.0
India,Asia,1987,788000000.0
India,Asia,1992,872000000.0
India,Asia,1997,959000000.0
India,Asia,2002,1034172547.0
India,Asia,2007,1110396331.0
Indonesia,Asia,1952,82052000.0
Indonesia,Asia,1957,90124000.0
Indonesia,Asia,1962,99028000.0
Indonesia,Asia,1967,109343000.0
Indonesia,Asia,1972,121282000.0
Indonesia,Asia,1977,136725000.0
Indonesia,Asia,1982,153343000.0
Indonesia,Asia,1987,169276000.0
Indonesia,Asia,1992,184816000.0
Indonesia,Asia,1997,199278000.0
Indonesia,Asia,2002,211060000.0
Indonesia,Asia,2007,223547000.0
Iran,Asia,1952,17272000.0
Iran,Asia,1957,19792000.0
Iran,Asia,1962,22874000.0
Iran,Asia,1967,26538000.0
Iran,Asia,1972,30614000.0
Iran,Asia,1977,35480679.0
Iran,Asia,1982,43072751.0
Iran,Asia,1987,51889696.0
Iran,Asia,1992,60397973.0
Iran,Asia,1997,63327987.0
Iran,Asia,2002,66907826.0
Iran,Asia,2007,69453570.0
Iraq,Asia,1952,5441766.0
Iraq,Asia,1957,6248643.0
Iraq,Asia,1962,7240260.0
Iraq,Asia,1967,8519282.0
Iraq,Asia,1972,10061506.0
Iraq,Asia,1977,11882916.0
Iraq,Asia,1982,14173318.0
Iraq,Asia,1987,16543189.0
Iraq,Asia,1992,17861905.0
Iraq,Asia,1997,20775703.0
Iraq,Asia,2002,24001816.0
Iraq,Asia,2007,27499638.0
Israel,Asia,1952,1620914.0
Israel,Asia,1957,1944401.0
Israel,Asia,1962,2310904.0
Israel,Asia,1967,2693585.0
Israel,Asia,1972,3095893.0
Israel,Asia,1977,3495918.0
Israel,Asia,1982,3858421.0
Israel,Asia,1987,4203148.0
Israel,Asia,1992,4936550.0
Israel,Asia,1997,5531387.0
Israel,Asia,2002,6029529.0
Israel,Asia,2007,6426679.0
Japan,Asia,1952,86459025.0
Japan,Asia,1957,91563009.0
Japan,Asia,1962,95831757.0
Japan,Asia,1967,100825279.0
Japan,Asia,1972,107188273.0
Japan,Asia,1977,113872473.0
Japan,Asia,1982,118454974.0
Japan,Asia,1987,122091325.0
Japan,Asia,1992,124329269.0
Japan,Asia,1997,125956499.0
Japan,Asia,2002,127065841.0
Japan,Asia,2007,127467972.0
Jordan,Asia,1952,607914.0
Jordan,Asia,1957,746559.0
Jordan,Asia,1962,933559.0
Jordan,Asia,1967,1255058.0
Jordan,Asia,1972,1613551.0
Jordan,Asia,1977,1937652.0
Jordan,Asia,1982,2347031.0
Jordan,Asia,1987,2820042.0
Jordan,Asia,1992,3867409.0
Jordan,Asia,1997,4526235.0
Jordan,Asia,2002,5307470.0
Jordan,Asia,2007,6053193.0
Korea Dem. Rep.,Asia,1952,8865488.0
Korea Dem. Rep.,Asia,1957,9411381.0
Korea Dem. Rep.,Asia,1962,10917494.0
Korea Dem. Rep.,Asia,1967,12617009.0
Korea Dem. Rep.,Asia,1972,14781241.0
Korea Dem. Rep.,Asia,1977,16325320.0
Korea Dem. Rep.,Asia,1982,17647518.0
Korea Dem. Rep.,Asia,1987,19067554.0
Korea Dem. Rep.,Asia,1992,20711375.0
Korea Dem. Rep.,Asia,1997,21585105.0
Korea Dem. Rep.,Asia,2002,22215365.0
Korea Dem. Rep.,Asia,2007,23301725.0
Korea Rep.,Asia,1952,20947571.0
Korea Rep.,Asia,1957,22611552.0
Korea Rep.,Asia,1962,26420307.0
Korea Rep.,Asia,1967,30131000.0
Korea Rep.,Asia,1972,33505000.0
Korea Rep.,Asia,1977,36436000.0
Korea Rep.,Asia,1982,39326000.0
Korea Rep.,Asia,1987,41622000.0
Korea Rep.,Asia,1992,43805450.0
Korea Rep.,Asia,1997,46173816.0
Korea Rep.,Asia,2002,47969150.0
Korea Rep.,Asia,2007,49044790.0
Kuwait,Asia,1952,160000.0
Kuwait,Asia,1957,212846.0
Kuwait,Asia,1962,358266.0
Kuwait,Asia,1967,575003.0
Kuwait,Asia,1972,841934.0
Kuwait,Asia,1977,1140357.0
Kuwait,Asia,1982,1497494.0
Kuwait,Asia,1987,1891487.0
Kuwait,Asia,1992,1418095.0
Kuwait,Asia,1997,1765345.0
Kuwait,Asia,2002,2111561.0
Kuwait,Asia,2007,2505559.0
Lebanon,Asia,1952,1439529.0
Lebanon,Asia,1957,1647412.0
Lebanon,Asia,1962,1886848.0
Lebanon,Asia,1967,2186894.0
Lebanon,Asia,1972,2680018.0
Lebanon,Asia,1977,3115787.0
Lebanon,Asia,1982,3086876.0
Lebanon,Asia,1987,3089353.0
Lebanon,Asia,1992,3219994.0
Lebanon,Asia,1997,3430388.0
Lebanon,Asia,2002,3677780.0
Lebanon,Asia,2007,3921278.0
Malaysia,Asia,1952,6748378.0
Malaysia,Asia,1957,7739235.0
Malaysia,Asia,1962,8906385.0
Malaysia,Asia,1967,10154878.0
Malaysia,Asia,1972,11441462.0
Malaysia,Asia,1977,12845381.0
Malaysia,Asia,1982,14441916.0
Malaysia,Asia,1987,16331785.0
Malaysia,Asia,1992,18319502.0
Malaysia,Asia,1997,20476091.0
Malaysia,Asia,2002,22662365.0
Malaysia,Asia,2007,24821286.0
Mongolia,Asia,1952,800663.0
Mongolia,Asia,1957,882134.0
Mongolia,Asia,1962,1010280.0
Mongolia,Asia,1967,1149500.0
Mongolia,Asia,1972,1320500.0
Mongolia,Asia,1977,1528000.0
Mongolia,Asia,1982,1756032.0
Mongolia,Asia,1987,2015133.0
Mongolia,Asia,1992,2312802.0
Mongolia,Asia,1997,2494803.0
Mongolia,Asia,2002,2674234.0
Mongolia,Asia,2007,2874127.0
Myanmar,Asia,1952,20092996.0
Myanmar,Asia,1957,21731844.0
Myanmar,Asia,1962,23634436.0
Myanmar,Asia,1967,25870271.0
Myanmar,Asia,1972,28466390.0
Myanmar,Asia,1977,31528087.0
Myanmar,Asia,1982,34680442.0
Myanmar,Asia,1987,38028578.0
Myanmar,Asia,1992,40546538.0
Myanmar,Asia,1997,43247867.0
Myanmar,Asia,2002,45598081.0
Myanmar,Asia,2007,47761980.0
Nepal,Asia,1952,9182536.0
Nepal,Asia,1957,9682338.0
Nepal,Asia,1962,10332057.0
Nepal,Asia,1967,11261690.0
Nepal,Asia,1972,12412593.0
Nepal,Asia,1977,13933198.0
Nepal,Asia,1982,15796314.0
Nepal,Asia,1987,17917180.0
Nepal,Asia,1992,20326209.0
Nepal,Asia,1997,23001113.0
Nepal,Asia,2002,25873917.0
Nepal,Asia,2007,28901790.0
Oman,Asia,1952,507833.0
Oman,Asia,1957,561977.0
Oman,Asia,1962,628164.0
Oman,Asia,1967,714775.0
Oman,Asia,1972,829050.0
Oman,Asia,1977,1004533.0
Oman,Asia,1982,1301048.0
Oman,Asia,1987,1593882.0
Oman,Asia,1992,1915208.0
Oman,Asia,1997,2283635.0
Oman,Asia,2002,2713462.0
Oman,Asia,2007,3204897.0
Pakistan,Asia,1952,41346560.0
Pakistan,Asia,1957,46679944.0
Pakistan,Asia,1962,53100671.0
Pakistan,Asia,1967,60641899.0
Pakistan,Asia,1972,69325921.0
Pakistan,Asia,1977,78152686.0
Pakistan,Asia,1982,91462088.0
Pakistan,Asia,1987,105186881.0
Pakistan,Asia,1992,120065004.0
Pakistan,Asia,1997,135564834.0
Pakistan,Asia,2002,153403524.0
Pakistan,Asia,2007,169270617.0
Philippines,Asia,1952,22438691.0
Philippines,Asia,1957,26072194.0
Philippines,Asia,1962,30325264.0
Philippines,Asia,1967,35356600.0
Philippines,Asia,1972,40850141.0
Philippines,Asia,1977,46850962.0
Philippines,Asia,1982,53456774.0
Philippines,Asia,1987,60017788.0
Philippines,Asia,1992,67185766.0
Philippines,Asia,1997,75012988.0
Philippines,Asia,2002,82995088.0
Philippines,Asia,2007,91077287.0
Saudi Arabia,Asia,1952,4005677.0
Saudi Arabia,Asia,1957,4419650.0
Saudi Arabia,Asia,1962,4943029.0
Saudi Arabia,Asia,1967,5618198.0
Saudi Arabia,Asia,1972,6472756.0
Saudi Arabia,Asia,1977,8128505.0
Saudi Arabia,Asia,1982,11254672.0
Saudi Arabia,Asia,1987,14619745.0
Saudi Arabia,Asia,1992,16945857.0
Saudi Arabia,Asia,1997,21229759.0
Saudi Arabia,Asia,2002,24501530.0
Saudi Arabia,Asia,2007,27601038.0
Singapore,Asia,1952,1127000.0
Singapore,Asia,1957,1445929.0
Singapore,Asia,1962,1750200.0
Singapore,Asia,1967,1977600.0
Singapore,Asia,1972,2152400.0
Singapore,Asia,1977,2325300.0
Singapore,Asia,1982,2651869.0
Singapore,Asia,1987,2794552.0
Singapore,Asia,1992,3235865.0
Singapore,Asia,1997,3802309.0
Singapore,Asia,2002,4197776.0
Singapore,Asia,2007,4553009.0
Sri Lanka,Asia,1952,7982342.0
Sri Lanka,Asia,1957,9128546.0
Sri Lanka,Asia,1962,10421936.0
Sri Lanka,Asia,1967,11737396.0
Sri Lanka,Asia,1972,13016733.0
Sri Lanka,Asia,1977,14116836.0
Sri Lanka,Asia,1982,15410151.0
Sri Lanka,Asia,1987,16495304.0
Sri Lanka,Asia,1992,17587060.0
Sri Lanka,Asia,1997,18698655.0
Sri Lanka,Asia,2002,19576783.0
Sri Lanka,Asia,2007,20378239.0
Syria,Asia,1952,3661549.0
Syria,Asia,1957,4149908.0
Syria,Asia,1962,4834621.0
Syria,Asia,1967,5680812.0
Syria,Asia,1972,6701172.0
Syria,Asia,1977,7932503.0
Syria,Asia,1982,9410494.0
Syria,Asia,1987,11242847.0
Syria,Asia,1992,13219062.0
Syria,Asia,1997,15081016.0
Syria,Asia,2002,17155814.0
Syria,Asia,2007,19314747.0
Taiwan,Asia,1952,8550362.0
Taiwan,Asia,1957,10164215.0
Taiwan,Asia,1962,11918938.0
Taiwan,Asia,1967,13648692.0
Taiwan,Asia,1972,15226039.0
Taiwan,Asia,1977,16785196.0
Taiwan,Asia,1982,18501390.0
Taiwan,Asia,1987,19757799.0
Taiwan,Asia,1992,20686918.0
Taiwan,Asia,1997,21628605.0
Taiwan,Asia,2002,22454239.0
Taiwan,Asia,2007,23174294.0
Thailand,Asia,1952,21289402.0
Thailand,Asia,1957,25041917.0
Thailand,Asia,1962,29263397.0
Thailand,Asia,1967,34024249.0
Thailand,Asia,1972,39276153.0
Thailand,Asia,1977,44148285.0
Thailand,Asia,1982,48827160.0
Thailand,Asia,1987,52910342.0
Thailand,Asia,1992,56667095.0
Thailand,Asia,1997,60216677.0
Thailand,Asia,2002,62806748.0
Thailand,Asia,2007,65068149.0
Vietnam,Asia,1952,26246839.0
Vietnam,Asia,1957,28998543.0
Vietnam,Asia,1962,33796140.0
Vietnam,Asia,1967,39463910.0
Vietnam,Asia,1972,44655014.0
Vietnam,Asia,1977,50533506.0
Vietnam,Asia,1982,56142181.0
Vietnam,Asia,1987,62826491.0
Vietnam,Asia,1992,69940728.0
Vietnam,Asia,1997,76048996.0
Vietnam,Asia,2002,80908147.0
Vietnam,Asia,2007,85262356.0
West Bank and Gaza,Asia,1952,1030585.0
West Bank and Gaza,Asia,1957,1070439.0
West Bank and Gaza,Asia,1962,1133134.0
West Bank and Gaza,Asia,1967,1142636.0
West Bank and Gaza,Asia,1972,1089572.0
West Bank and Gaza,Asia,1977,1261091.0
West Bank and Gaza,Asia,1982,1425876.0
West Bank and Gaza,Asia,1987,1691210.0
West Bank and Gaza,Asia,1992,2104779.0
West Bank and Gaza,Asia,1997,2826046.0
West Bank and Gaza,Asia,2002,3389578.0
West Bank and Gaza,Asia,2007,4018332.0
Yemen Rep.,Asia,1952,4963829.0
Yemen Rep.,Asia,1957,5498090.0
Yemen Rep.,Asia,1962,6120081.0
Yemen Rep.,Asia,1967,6740785.0
Yemen Rep.,Asia,1972,7407075.0
Yemen Rep.,Asia,1977,8403990.0
Yemen Rep.,Asia,1982,9657618.0
Yemen Rep.,Asia,1987,11219340.0
Yemen Rep.,Asia,1992,13367997.0
Yemen Rep.,Asia,1997,15826497.0
Yemen Rep.,Asia,2002,18701257.0
Yemen Rep.,Asia,2007,22211743.0
Albania,Europe,1952,1282697.0
Albania,Europe,1957,1476505.0
Albania,Europe,1962,1728137.0
Albania,Europe,1967,1984060.0
Albania,Europe,1972,2263554.0
Albania,Europe,1977,2509048.0
Albania,Europe,1982,2780097.0
Albania,Europe,1987,3075321.0
Albania,Europe,1992,3326498.0
Albania,Europe,1997,3428038.0
Albania,Europe,2002,3508512.0
Albania,Europe,2007,3600523.0
Austria,Europe,1952,6927772.0
Austria,Europe,1957,6965860.0
Austria,Europe,1962,7129864.0
Austria,Europe,1967,7376998.0
Austria,Europe,1972,7544201.0
Austria,Europe,1977,7568430.0
Austria,Europe,1982,7574613.0
Austria,Europe,1987,7578903.0
Austria,Europe,1992,7914969.0
Austria,Europe,1997,8069876.0
Austria,Europe,2002,8148312.0
Austria,Europe,2007,8199783.0
Belgium,Europe,1952,8730405.0
Belgium,Europe,1957,8989111.0
Belgium,Europe,1962,9218400.0
Belgium,Europe,1967,9556500.0
Belgium,Europe,1972,9709100.0
Belgium,Europe,1977,9821800.0
Belgium,Europe,1982,9856303.0
Belgium,Europe,1987,9870200.0
Belgium,Europe,1992,10045622.0
Belgium,Europe,1997,10199787.0
Belgium,Europe,2002,10311970.0
Belgium,Europe,2007,10392226.0
Bosnia and Herzegovina,Europe,1952,2791000.0
Bosnia and Herzegovina,Europe,1957,3076000.0
Bosnia and Herzegovina,Europe,1962,3349000.0
Bosnia and Herzegovina,Europe,1967,3585000.0
Bosnia and Herzegovina,Europe,1972,3819000.0
Bosnia and Herzegovina,Europe,1977,4086000.0
Bosnia and Herzegovina,Europe,1982,4172693.0
Bosnia and Herzegovina,Europe,1987,4338977.0
Bosnia and Herzegovina,Europe,1992,4256013.0
Bosnia and Herzegovina,Europe,1997,3607000.0
Bosnia and Herzegovina,Europe,2002,4165416.0
Bosnia and Herzegovina,Europe,2007,4552198.0
Bulgaria,Europe,1952,7274900.0
Bulgaria,Europe,1957,7651254.0
Bulgaria,Europe,1962,8012946.0
Bulgaria,Europe,1967,8310226.0
Bulgaria,Europe,1972,8576200.0
Bulgaria,Europe,1977,8797022.0
Bulgaria,Europe,1982,8892098.0
Bulgaria,Europe,1987,8971958.0
Bulgaria,Europe,1992,8658506.0
Bulgaria,Europe,1997,8066057.0
Bulgaria,Europe,2002,7661799.0
Bulgaria,Europe,2007,7322858.0
Croatia,Europe,1952,3882229.0
Croatia,Europe,1957,3991242.0
Croatia,Europe,1962,4076557.0
Croatia,Europe,1967,4174366.0
Croatia,Europe,1972,4225310.0
Croatia,Europe,1977,4318673.0
Croatia,Europe,1982,4413368.0
Croatia,Europe,1987,4484310.0
Croatia,Europe,1992,4494013.0
Croatia,Europe,1997,4444595.0
Croatia,Europe,2002,4481020.0
Croatia,Europe,2007,4493312.0
Czech Republic,Europe,1952,9125183.0
Czech Republic,Europe,1957,9513758.0
Czech Republic,Europe,1962,9620282.0
Czech Republic,Europe,1967,9835109.0
Czech Republic,Europe,1972,9862158.0
Czech Republic,Europe,1977,10161915.0
Czech Republic,Europe,1982,10303704.0
Czech Republic,Europe,1987,10311597.0
Czech Republic,Europe,1992,10315702.0
Czech Republic,Europe,1997,10300707.0
Czech Republic,Europe,2002,10256295.0
Czech Republic,Europe,2007,10228744.0
Denmark,Europe,1952,4334000.0
Denmark,Europe,1957,4487831.0
Denmark,Europe,1962,4646899.0
Denmark,Europe,1967,4838800.0
Denmark,Europe,1972,4991596.0
Denmark,Europe,1977,5088419.0
Denmark,Europe,1982,5117810.0
Denmark,Europe,1987,5127024.0
Denmark,Europe,1992,5171393.0
Denmark,Europe,1997,5283663.0
Denmark,Europe,2002,5374693.0
Denmark,Europe,2007,5468120.0
Finland,Europe,1952,4090500.0
Finland,Europe,1957,4324000.0
Finland,Europe,1962,4491443.0
Finland,Europe,1967,4605744.0
Finland,Europe,1972,4639657.0
Finland,Europe,1977,4738902.0
Finland,Europe,1982,4826933.0
Finland,Europe,1987,4931729.0
Finland,Europe,1992,5041039.0
Finland,Europe,1997,5134406.0
Finland,Europe,2002,5193039.0
Finland,Europe,2007,5238460.0
France,Europe,1952,42459667.0
France,Europe,1957,44310863.0
France,Europe,1962,47124000.0
France,Europe,1967,49569000.0
France,Europe,1972,51732000.0
France,Europe,1977,53165019.0
France,Europe,1982,54433565.0
France,Europe,1987,55630100.0
France,Europe,1992,57374179.0
France,Europe,1997,58623428.0
France,Europe,2002,59925035.0
France,Europe,2007,61083916.0
Germany,Europe,1952,69145952.0
Germany,Europe,1957,71019069.0
Germany,Europe,1962,73739117.0
Germany,Europe,1967,76368453.0
Germany,Europe,1972,78717088.0
Germany,Europe,1977,78160773.0
Germany,Europe,1982,78335266.0
Germany,Europe,1987,77718298.0
Germany,Europe,1992,80597764.0
Germany,Europe,1997,82011073.0
Germany,Europe,2002,82350671.0
Germany,Europe,2007,82400996.0
Greece,Europe,1952,7733250.0
Greece,Europe,1957,8096218.0
Greece,Europe,1962,8448233.0
Greece,Europe,1967,8716441.0
Greece,Europe,1972,8888628.0
Greece,Europe,1977,9308479.0
Greece,Europe,1982,9786480.0
Greece,Europe,1987,9974490.0
Greece,Europe,1992,10325429.0
Greece,Europe,1997,10502372.0
Greece,Europe,2002,10603863.0
Greece,Europe,2007,10706290.0
Hungary,Europe,1952,9504000.0
Hungary,Europe,1957,9839000.0
Hungary,Europe,1962,10063000.0
Hungary,Europe,1967,10223422.0
Hungary,Europe,1972,10394091.0
Hungary,Europe,1977,10637171.0
Hungary,Europe,1982,10705535.0
Hungary,Europe,1987,10612740.0
Hungary,Europe,1992,10348684.0
Hungary,Europe,1997,10244684.0
Hungary,Europe,2002,10083313.0
Hungary,Europe,2007,9956108.0
Iceland,Europe,1952,147962.0
Iceland,Europe,1957,165110.0
Iceland,Europe,1962,182053.0
Iceland,Europe,1967,198676.0
Iceland,Europe,1972,209275.0
Iceland,Europe,1977,221823.0
Iceland,Europe,1982,233997.0
Iceland,Europe,1987,244676.0
Iceland,Europe,1992,259012.0
Iceland,Europe,1997,271192.0
Iceland,Europe,2002,288030.0
Iceland,Europe,2007,301931.0
Ireland,Europe,1952,2952156.0
